seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_RJKM01000001.1|provirus_2047653_2082353	34701	Provirus	2047653-2082353	54	11	0.9290	NA	5	31.1386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCBX02000001.1|provirus_4090661_4129476	38816	Provirus	4090661-4129476	51	11	0.9710	NA	6	49.5653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCBX02000001.1|provirus_4809736_4855395	45660	Provirus	4809736-4855395	53	11	0.9591	NA	6	43.9363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCBX02000001.1|provirus_396492_405249	8758	Provirus	396492-405249	14	11	0.9420	NA	2	9.8445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_NSGZ01000001.1|provirus_9145042_9158343	13302	Provirus	9145042-9158343	20	11	0.9535	NA	0	12.2347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_NSGZ01000001.1|provirus_5858794_5871901	13108	Provirus	5858794-5871901	20	11	0.9456	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_NSGZ01000001.1|provirus_4473010_4487161	14152	Provirus	4473010-4487161	16	11	0.7360	NA	0	3.6632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJKL01000001.1|provirus_4188945_4203194	14250	Provirus	4188945-4203194	21	11	0.8925	NA	1	6.0753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJKL01000001.1|provirus_7064911_7106855	41945	Provirus	7064911-7106855	33	11	0.8490	NA	1	7.1671	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCNB01000001.1|provirus_2309049_2364166	55118	Provirus	2309049-2364166	81	11	0.9609	NA	10	68.2715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCNB01000001.1|provirus_4512231_4520240	8010	Provirus	4512231-4520240	12	11	0.9591	NA	0	17.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QGHB01000016.1|provirus_47158_102506	55349	Provirus	47158-102506	99	11	0.9735	NA	6	61.1503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QHJJ01000004.1|provirus_540767_575431	34665	Provirus	540767-575431	39	11	0.9674	NA	10	39.1698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QKJZ01000002.1|provirus_339790_355919	16130	Provirus	339790-355919	21	11	0.8678	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QSRI01000001.1|provirus_636091_672011	35921	Provirus	636091-672011	56	11	0.9766	NA	7	69.9736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QTTT01000001.1|provirus_6339769_6374284	34516	Provirus	6339769-6374284	62	11	0.9466	NA	2	34.8981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QTTT01000001.1|provirus_598378_611501	13124	Provirus	598378-611501	18	11	0.9164	NA	0	20.7224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QTTT01000001.1|provirus_6385793_6432519	46727	Provirus	6385793-6432519	76	11	0.7652	NA	0	8.1644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RBKT01000001.1|provirus_8156949_8307374	150426	Provirus	8156949-8307374	241	11	0.9596	NA	8	87.8995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJKP01000001.1|provirus_3030206_3067123	36918	Provirus	3030206-3067123	54	11	0.9601	NA	6	39.5396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJVJ01000001.1|provirus_1153472_1198301	44830	Provirus	1153472-1198301	54	11	0.8644	NA	0	19.3401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJVJ01000001.1|provirus_1212305_1234949	22645	Provirus	1212305-1234949	23	11	0.8165	NA	3	7.0386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SCOG01000006.1|provirus_2_11377	11376	Provirus	2-11377	17	11	0.9767	NA	2	15.4377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SGFG01000003.1|provirus_785129_799011	13883	Provirus	785129-799011	19	11	0.9398	NA	2	25.1567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SMKA01000001.1|provirus_58728_184658	125931	Provirus	58728-184658	109	11	0.8041	NA	0	10.6047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
NZ_VWSO01000001.1|provirus_2936686_2981066	44381	Provirus	2936686-2981066	73	11	0.9616	NA	11	59.2315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSO01000001.1|provirus_4591471_4647304	55834	Provirus	4591471-4647304	79	11	0.9467	NA	13	63.8692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WBMT01000015.1|provirus_245806_301822	56017	Provirus	245806-301822	77	11	0.9450	NA	6	45.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WBMT01000015.1|provirus_222637_233642	11006	Provirus	222637-233642	16	11	0.9268	NA	3	15.6282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWHY01000001.1|provirus_2_75980	75979	Provirus	2-75980	105	11	0.9549	NA	8	63.0871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWHY01000001.1|provirus_3422732_3440753	18022	Provirus	3422732-3440753	16	11	0.8636	NA	1	18.5057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QBDT01000001.1|provirus_3761270_3810473	49204	Provirus	3761270-3810473	80	11	0.9541	NA	13	67.2078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RDBO01000020.1|provirus_1419747_1475516	55770	Provirus	1419747-1475516	83	11	0.9360	NA	8	53.7309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RPSA01000001.1|provirus_1579688_1616638	36951	Provirus	1579688-1616638	51	11	0.9735	NA	9	66.8801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RPSA01000001.1|provirus_1842250_1909046	66797	Provirus	1842250-1909046	112	11	0.9473	NA	6	60.8928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SIXH01000054.1|provirus_2_10193	10192	Provirus	2-10193	17	11	0.9580	NA	3	18.1841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QRIU01000001.1|provirus_3_34112	34110	Provirus	3-34112	54	11	0.9789	NA	9	58.1634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QVIG01000001.1|provirus_8360666_8404070	43405	Provirus	8360666-8404070	67	11	0.9623	NA	7	43.7406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QVIG01000001.1|provirus_4065113_4107901	42789	Provirus	4065113-4107901	53	11	0.9341	NA	4	30.9843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QVIG01000001.1|provirus_7648561_7697752	49192	Provirus	7648561-7697752	57	11	0.8803	NA	0	25.4016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QVIG01000001.1|provirus_7600958_7634549	33592	Provirus	7600958-7634549	29	11	0.8412	NA	3	5.3056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QVIG01000001.1|provirus_4134380_4171675	37296	Provirus	4134380-4171675	44	11	0.8026	NA	4	10.0177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VIVS01000003.1|provirus_1544507_1558739	14233	Provirus	1544507-1558739	17	11	0.9133	NA	0	6.5215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000002.1|provirus_815820_842165	26346	Provirus	815820-842165	39	11	0.9719	NA	13	35.9136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000002.1|provirus_430028_469548	39521	Provirus	430028-469548	59	11	0.9646	NA	10	46.2124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000002.1|provirus_2427913_2443352	15440	Provirus	2427913-2443352	16	11	0.8245	NA	0	4.8630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJKE01000001.1|provirus_24043_105371	81329	Provirus	24043-105371	121	11	0.9320	NA	4	69.9363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SCOW01000005.1|provirus_18533_34332	15800	Provirus	18533-34332	22	11	0.9736	NA	3	20.5750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VOGW01000087.1|provirus_248843_255667	6825	Provirus	248843-255667	8	11	0.9000	NA	4	7.5100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSW01000001.1|provirus_3286286_3344968	58683	Provirus	3286286-3344968	95	11	0.9490	NA	8	72.1669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSW01000001.1|provirus_4589206_4639885	50680	Provirus	4589206-4639885	79	11	0.9423	NA	13	66.1831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCLA01000194.1|provirus_26034_41333	15300	Provirus	26034-41333	17	11	0.7846	NA	0	3.9595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFNL01000001.1|provirus_1610604_1626157	15554	Provirus	1610604-1626157	21	11	0.8848	NA	0	8.8022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFQC01000003.1|provirus_1_15876	15876	Provirus	1-15876	22	11	0.9580	NA	5	17.7441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFOE01000001.1|provirus_4427977_4465906	37930	Provirus	4427977-4465906	61	11	0.9544	NA	5	46.9946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSS01000001.1|provirus_2484098_2525475	41378	Provirus	2484098-2525475	54	11	0.9549	NA	6	44.8833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSS01000001.1|provirus_4140737_4194602	53866	Provirus	4140737-4194602	82	11	0.9439	NA	7	64.7390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSS01000001.1|provirus_5219832_5234452	14621	Provirus	5219832-5234452	21	11	0.9269	NA	0	16.4385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWST01000001.1|provirus_2388777_2430149	41373	Provirus	2388777-2430149	54	11	0.9565	NA	6	44.8833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWST01000001.1|provirus_5042949_5058640	15692	Provirus	5042949-5058640	22	11	0.9398	NA	0	14.7202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WSRO01000002.1|provirus_693339_786348	93010	Provirus	693339-786348	152	11	0.9638	NA	7	102.8632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WSRO01000002.1|provirus_5108570_5140447	31878	Provirus	5108570-5140447	41	11	0.9603	NA	7	45.1369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WSRO01000002.1|provirus_2951956_2964883	12928	Provirus	2951956-2964883	21	11	0.8867	NA	0	6.9290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VOQD01000003.1|provirus_315944_381982	66039	Provirus	315944-381982	81	11	0.9407	NA	7	44.1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VYTZ01000003.1|provirus_22615_71335	48721	Provirus	22615-71335	57	11	0.9353	NA	4	47.6817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VYTZ01000003.1|provirus_84397_153790	69394	Provirus	84397-153790	97	11	0.8665	NA	1	17.7219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WEGL01000001.1|provirus_599200_613506	14307	Provirus	599200-613506	24	11	0.9498	NA	1	13.5643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWHX01000901.1|provirus_54631_94426	39796	Provirus	54631-94426	61	11	0.9703	NA	10	64.7487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WUNA01000001.1|provirus_352349_390846	38498	Provirus	352349-390846	47	11	0.9342	NA	4	40.1773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WUNA01000001.1|provirus_279853_335475	55623	Provirus	279853-335475	45	11	0.8931	NA	4	13.0182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064920.1|provirus_3711917_3728942	17026	Provirus	3711917-3728942	18	11	0.8369	NA	2	2.7517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OCQN01000001.1|provirus_2390481_2461674	71194	Provirus	2390481-2461674	121	11	0.9700	NA	8	53.9421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OCQN01000001.1|provirus_9449117_9533861	84745	Provirus	9449117-9533861	110	11	0.9105	NA	7	59.7171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OCQN01000001.1|provirus_9400563_9422227	21665	Provirus	9400563-9422227	32	11	0.8605	NA	1	10.7589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADBEJ010000001.1|provirus_1641716_1669585	27870	Provirus	1641716-1669585	38	11	0.9516	NA	6	36.3712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SKBR01000004.1|provirus_267_78189	77923	Provirus	267-78189	98	11	0.9418	NA	6	61.7243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL877878.1|provirus_3547460_3587220	39761	Provirus	3547460-3587220	57	11	0.9683	NA	7	39.7998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM007717.1|provirus_7052058_7121787	69730	Provirus	7052058-7121787	111	11	0.9474	NA	6	76.9046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACCCQ010000001.1|provirus_4989912_4997363	7452	Provirus	4989912-4997363	10	11	0.9692	NA	0	3.7271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGPXT010000001.1|provirus_169447_190984	21538	Provirus	169447-190984	23	11	0.7953	NA	0	6.9746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050692.1|provirus_7046677_7116410	69734	Provirus	7046677-7116410	111	11	0.9480	NA	6	76.9046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHIN010000030.1|provirus_78_18050	17973	Provirus	78-18050	26	11	0.8311	NA	1	5.4200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LT629688.1|provirus_968474_1013592	45119	Provirus	968474-1013592	71	11	0.9584	NA	8	57.0806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LFCW01000002.1|provirus_629945_720801	90857	Provirus	629945-720801	168	11	0.9187	NA	4	47.8740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032427.1|provirus_7506542_7514855	8314	Provirus	7506542-7514855	11	11	0.9423	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045092.1|provirus_1911850_1931777	19928	Provirus	1911850-1931777	23	11	0.9527	NA	2	15.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045092.1|provirus_2953452_2962726	9275	Provirus	2953452-2962726	12	11	0.9451	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACCBK010000001.1|provirus_3663072_3695445	32374	Provirus	3663072-3695445	48	11	0.9455	NA	6	35.6042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPK010000001.1|provirus_5434093_5472156	38064	Provirus	5434093-5472156	47	11	0.9761	NA	10	40.8015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPK010000001.1|provirus_5348842_5379980	31139	Provirus	5348842-5379980	35	11	0.9727	NA	8	35.6149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPK010000001.1|provirus_3307927_3358582	50656	Provirus	3307927-3358582	62	11	0.9635	NA	8	50.3110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPK010000001.1|provirus_4767193_4799858	32666	Provirus	4767193-4799858	45	11	0.9342	NA	12	39.1883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMT010000004.1|provirus_701289_741624	40336	Provirus	701289-741624	38	11	0.9564	NA	4	27.0042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMT010000004.1|provirus_655048_672224	17177	Provirus	655048-672224	26	11	0.8811	NA	1	9.5433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARBAX010000001.1|provirus_1641476_1683148	41673	Provirus	1641476-1683148	45	11	0.9586	NA	6	48.4767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARBAX010000001.1|provirus_1693020_1708254	15235	Provirus	1693020-1708254	17	11	0.9420	NA	1	6.8503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENV010000001.1|provirus_6158382_6177334	18953	Provirus	6158382-6177334	22	11	0.8490	NA	0	7.3812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUEPB010000009.1|provirus_92192_127359	35168	Provirus	92192-127359	40	11	0.9716	NA	9	51.4334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUEPB010000009.1|provirus_144222_159739	15518	Provirus	144222-159739	22	11	0.8910	NA	1	19.7483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP089231.1|provirus_738319_747058	8740	Provirus	738319-747058	12	11	0.9307	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYA010000001.1|provirus_2861941_2897090	35150	Provirus	2861941-2897090	46	11	0.9577	NA	3	39.0437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYA010000001.1|provirus_2920009_2953575	33567	Provirus	2920009-2953575	38	11	0.9373	NA	4	19.4356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYA010000001.1|provirus_4283137_4293026	9890	Provirus	4283137-4293026	19	11	0.8173	NA	1	6.7840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWP010000001.1|provirus_4078925_4098795	19871	Provirus	4078925-4098795	22	11	0.9597	NA	2	15.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWP010000001.1|provirus_2234823_2244097	9275	Provirus	2234823-2244097	12	11	0.9507	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARUBG010000001.1|provirus_1402991_1421621	18631	Provirus	1402991-1421621	18	11	0.9780	NA	5	10.8631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARUBG010000001.1|provirus_7569091_7616943	47853	Provirus	7569091-7616943	67	11	0.9503	NA	7	49.4405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARUBG010000001.1|provirus_3_20090	20088	Provirus	3-20090	34	11	0.9400	NA	3	18.7479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARUBG010000001.1|provirus_5202487_5215654	13168	Provirus	5202487-5215654	14	11	0.8685	NA	0	5.2776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065959.1|provirus_3724821_3774320	49500	Provirus	3724821-3774320	68	11	0.9640	NA	5	54.9954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHKF010000001.1|provirus_20766_64812	44047	Provirus	20766-64812	74	11	0.9658	NA	7	45.7317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMG010000001.1|provirus_8006083_8045067	38985	Provirus	8006083-8045067	51	11	0.9495	NA	6	26.8938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FNDV01000004.1|provirus_43801_51819	8019	Provirus	43801-51819	11	11	0.9704	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHND010000001.1|provirus_4773839_4833051	59213	Provirus	4773839-4833051	84	11	0.9669	NA	8	44.6052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHND010000001.1|provirus_884381_938480	54100	Provirus	884381-938480	76	11	0.9503	NA	6	38.6399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHND010000001.1|provirus_1707804_1750413	42610	Provirus	1707804-1750413	68	11	0.9491	NA	9	63.9987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHND010000001.1|provirus_4393352_4450804	57453	Provirus	4393352-4450804	92	11	0.9484	NA	9	61.8483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHND010000001.1|provirus_4075461_4136873	61413	Provirus	4075461-4136873	91	11	0.9442	NA	8	61.4205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGPE010000001.1|provirus_2750494_2786342	35849	Provirus	2750494-2786342	59	11	0.9762	NA	12	37.6439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGPE010000001.1|provirus_1711311_1778913	67603	Provirus	1711311-1778913	119	11	0.9760	NA	4	62.8278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQDID010000001.1|provirus_780395_827957	47563	Provirus	780395-827957	61	11	0.9730	NA	8	70.7046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQDID010000001.1|provirus_488041_545464	57424	Provirus	488041-545464	76	11	0.9396	NA	2	11.9347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAJQLE010000001.1|provirus_195510_313925	118416	Provirus	195510-313925	197	11	0.9468	NA	6	74.1274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYO010000001.1|provirus_7134198_7142421	8224	Provirus	7134198-7142421	11	11	0.9380	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053189.1|provirus_1310263_1359921	49659	Provirus	1310263-1359921	72	11	0.9735	NA	7	47.4797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053189.1|provirus_6646454_6671943	25490	Provirus	6646454-6671943	37	11	0.9158	NA	0	13.5517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063374.1|provirus_4185116_4198254	13139	Provirus	4185116-4198254	19	11	0.8823	NA	1	21.1814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNC010000001.1|provirus_2082903_2119647	36745	Provirus	2082903-2119647	41	11	0.9632	NA	7	31.7946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNC010000001.1|provirus_3528553_3581030	52478	Provirus	3528553-3581030	83	11	0.9413	NA	9	52.7490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYD010000001.1|provirus_2228591_2259917	31327	Provirus	2228591-2259917	33	11	0.9746	NA	5	22.2571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYD010000001.1|provirus_4418819_4453343	34525	Provirus	4418819-4453343	52	11	0.9636	NA	6	49.1860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYD010000001.1|provirus_442615_525042	82428	Provirus	442615-525042	132	11	0.9572	NA	4	86.3584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYD010000001.1|provirus_3336450_3354285	17836	Provirus	3336450-3354285	22	11	0.9464	NA	1	28.5945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSUZ010000001.1|provirus_9141826_9184210	42385	Provirus	9141826-9184210	63	11	0.9590	NA	3	33.4772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VCLA01000197.1|provirus_183639_204086	20448	Provirus	183639-204086	17	11	0.8223	NA	0	3.8640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACBZY010000001.1|provirus_2413802_2432227	18426	Provirus	2413802-2432227	24	11	0.9749	NA	3	14.8436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FOWC01000001.1|provirus_413346_432630	19285	Provirus	413346-432630	18	11	0.8997	NA	0	12.0756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GG657754.1|provirus_2037299_2076723	39425	Provirus	2037299-2076723	53	11	0.9648	NA	10	62.6463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMQC01000011.1|provirus_95521_103657	8137	Provirus	95521-103657	11	11	0.9389	NA	0	9.2553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQFCH010000001.1|provirus_74947_111580	36634	Provirus	74947-111580	44	11	0.8107	NA	2	8.3834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSQZ010000001.1|provirus_5850604_5935882	85279	Provirus	5850604-5935882	146	11	0.9618	NA	11	46.5271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
