seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_JAKKFF010000033.1	72679	No terminal repeats	63	11	0.8168	NA	0	1.0247	NA	NF033117;NF000402
NZ_JAMJWF010000019.1	95541	No terminal repeats	81	11	0.9609	NA	0	5.7618	NA	NF012174;NF033129
NZ_JAMOLO010000124.1	23360	No terminal repeats	22	11	0.9703	NA	0	2.8901	NA	NA
NZ_JAMOZA010000010.1	195287	No terminal repeats	176	11	0.9748	NA	0	11.6098	NA	NF033068;NF000469;NF012174
NZ_JAMRYD010000019.1	18247	No terminal repeats	17	11	0.9176	NA	0	3.5999	NA	NA
NZ_JAMTCT010000035.1	30167	No terminal repeats	29	11	0.9759	NA	0	6.3427	NA	NF033068
NZ_JANEZT010000107.1	17846	No terminal repeats	17	11	0.9458	NA	0	3.5679	NA	NA
NZ_JANUQM010000015.1	272969	No terminal repeats	251	11	0.9784	NA	0	1.1330	NA	NF012178;NF033105;NF033134;NF000095;NF000027;NF033068;NF033068
NZ_JAODTX010000067.1	36199	No terminal repeats	38	11	0.9718	NA	0	4.3355	NA	NA
NZ_JAODTY010000045.1	39526	No terminal repeats	30	11	0.8710	NA	0	1.9423	NA	NA
NZ_JACADT010000003.1	46219	No terminal repeats	41	11	0.8843	NA	0	1.7415	NA	NF040874
NZ_JADWPD010000048.1	77711	No terminal repeats	62	11	0.8905	NA	0	2.2203	NA	NA
NZ_JAENHP010000035.1	91947	No terminal repeats	80	11	0.9763	NA	1	7.7513	NA	NA
NZ_JAGGLP010000020.1	174353	No terminal repeats	173	11	0.9854	NA	0	12.3929	NA	NF033129;NF012174
NZ_JAIOAC010000053.1	65182	No terminal repeats	65	11	0.9879	NA	0	3.0032	NA	NF033156;NF033083
NZ_JAIY01000001.1	303745	No terminal repeats	298	11	0.9893	NA	2	41.6380	NA	NF033068
NZ_JAJIRV010000001.1	697251	No terminal repeats	610	11	0.9778	NA	0	34.7816	NA	NF000095;NF000469;NF033105;NF033135;NF033135;NF000119;NF033068;NF000025;NF000138;NF012178;NF033117;NF000051;NF033476;NF033135;NF000487;NF000496;NF000025;NF000052;NF033156;NF000095;NF033134
NZ_JAJOMB010000018.1	207317	No terminal repeats	185	11	0.8613	NA	0	4.2013	NA	NF033476
NZ_JAMPTM010000440.1	3232	No terminal repeats	3	11	0.9677	NA	0	2.9530	NA	NA
NZ_MAXA01000011.1	13868	No terminal repeats	13	11	0.9699	NA	0	4.3403	NA	NA
NZ_MAUD01000533.1	6759	No terminal repeats	5	11	0.9855	NA	0	4.4395	NA	NA
NZ_MBLM01000143.1	71150	No terminal repeats	76	11	0.9926	NA	1	1.4298	T_virB11;traU	NA
NZ_MDHF01000302.1	14711	No terminal repeats	14	11	0.8086	NA	0	4.7717	NA	NA
NZ_MRUJ01000076.1	42438	No terminal repeats	48	11	0.9838	NA	2	9.3870	NA	NA
NZ_MUMC01000053.1	29735	No terminal repeats	27	11	0.7582	NA	0	0.1243	NA	NA
NZ_MWJN01000004.1	154457	No terminal repeats	145	11	0.9101	NA	0	1.0761	NA	NF033135;NF033068;NF033083;NF000496
NZ_NTGO01000003.1	55272	No terminal repeats	54	11	0.9221	NA	0	1.2953	NA	NA
NZ_QGKS01000299.1	5689	No terminal repeats	7	11	0.9463	NA	0	1.7235	NA	NA
NZ_WTFF01000178.1	15307	No terminal repeats	16	11	0.8034	NA	0	2.2189	NA	NA
NZ_JAGGOP010000049.1	152915	No terminal repeats	143	11	0.9843	NA	1	9.9751	NA	NF033134
NZ_JAGPXM010000066.1	13351	No terminal repeats	12	11	0.9709	NA	0	3.4402	NA	NF033083
NZ_JAHBAY010000016.1	214672	No terminal repeats	189	11	0.9683	NA	0	4.0500	NA	NF000261;NF033129;NF033145
NZ_JAHQUR010000024.1	36857	No terminal repeats	38	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAHRXH010000066.1	22154	No terminal repeats	17	11	0.9482	NA	0	2.7915	NA	NA
NZ_JAHSQD010000457.1	6693	No terminal repeats	6	11	0.8735	NA	0	1.3837	NA	NA
NZ_JAILXP010000441.1	5472	No terminal repeats	6	11	0.8659	NA	0	1.0620	NA	NA
NZ_JAINVF010000034.1	59376	No terminal repeats	59	11	0.9523	NA	0	1.9211	NA	NF000125;NF033156;NF012174
NZ_JAIOAC010000060.1	40529	No terminal repeats	35	11	0.9869	NA	0	12.8319	NA	NA
NZ_JAIQLH010000225.1	21354	No terminal repeats	18	11	0.8981	NA	1	4.7955	NA	NA
NZ_JAJAGO010000028.1	28742	No terminal repeats	27	11	0.8366	NA	0	2.7928	NA	NF033135
NZ_JAJBOO010000023.1	38475	No terminal repeats	40	11	0.9617	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJBOW010000023.1	38475	No terminal repeats	40	11	0.9615	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJTJM010000047.1	6137	No terminal repeats	5	11	0.8150	NA	0	0.1144	NA	NA
NZ_JALGBX010000012.1	259729	ITR	234	11	0.9776	NA	5	23.7360	NA	NF012178;NF033135
NZ_JALKFY010000808.1	80527	No terminal repeats	85	11	0.9891	NA	0	22.7409	T_virB11	NF000496
NZ_JAMGBG010000216.1	15100	No terminal repeats	18	11	0.9781	NA	0	3.2133	NA	NF033083
NZ_JAMYEN010000200.1	82807	No terminal repeats	83	11	0.9172	NA	0	2.8395	T_virB9	NF033135
NZ_JANFNH010000039.1	70278	No terminal repeats	68	11	0.9676	NA	0	5.7334	NA	NA
NZ_JANFDB010000016.1	208105	No terminal repeats	139	11	0.9347	NA	0	2.6477	NA	NF033476;NF000025;NF012178;NF033105
NZ_JANYMP010000024.1	167575	No terminal repeats	141	11	0.9336	NA	0	4.8787	NA	NF012178;NF033135
NZ_JAODNM010000123.1	27148	No terminal repeats	31	11	0.9856	NA	0	3.8896	NA	NF000051
NZ_JAPEQL010000002.1	1325943	No terminal repeats	1268	11	0.9875	NA	2	183.1010	NA	NF000025;NF012176;NF033145;NF012174;NF033068;NF000125;NF000496;NF000095;NF012174;NF033134;NF033134;NF000496;NF033087;NF000095;NF000088;NF000402;NF033105;NF033068;NF038208
NZ_JAPWHU010000135.1	15658	No terminal repeats	16	11	0.7007	NA	0	2.2013	NA	NA
NZ_JARACH010000048.1	67559	No terminal repeats	77	11	0.9868	NA	0	1.6098	T_virB11	NA
NZ_JASITA010000045.1	57826	No terminal repeats	46	11	0.9694	NA	0	5.8585	NA	NA
NZ_JASNFO010000058.1	105884	No terminal repeats	74	11	0.9661	NA	0	3.5349	NA	NF033105;NF012212
NZ_JAHXPK010000009.1	18740	No terminal repeats	24	11	0.8340	NA	0	0.3699	NA	NA
NZ_JAJJOF010000017.1	59733	DTR	59	11	0.9395	NA	0	7.9852	NA	NF033105
NZ_JAKREF010000050.1	14969	No terminal repeats	17	11	0.9671	NA	0	2.2692	NA	NA
NZ_JALJSB010000082.1	9038	No terminal repeats	7	11	0.9632	NA	0	2.9530	NA	NA
NZ_JALJSA010000039.1	75743	No terminal repeats	95	11	0.9881	NA	0	5.1507	NA	NF033068
NZ_JAMHIV010000004.1	298379	No terminal repeats	256	11	0.9870	NA	2	9.5102	NA	NF000225;NF033068;NF033145;NF033068
NZ_JAMQAW010000095.1	50014	No terminal repeats	54	11	0.9888	NA	0	10.5386	NA	NA
NZ_JANAVF010000017.1	179760	No terminal repeats	166	11	0.9739	NA	0	0.2390	NA	NF033145;NF000493;NF012178
NZ_JANCLX010000052.1	41557	No terminal repeats	42	11	0.9858	NA	0	11.1827	NA	NA
NZ_JANEZT010000451.1	4675	No terminal repeats	5	11	0.8630	NA	0	2.9530	NA	NA
NZ_WVUI01000464.1	4999	No terminal repeats	6	11	0.9257	NA	0	2.9530	NA	NA
NZ_JAGGOQ010000059.1	34766	No terminal repeats	34	11	0.9498	NA	0	5.1268	NA	NA
NZ_JAGMUL010000092.1	337370	No terminal repeats	283	11	0.9843	NA	1	18.7726	MOBQ	NF000496;NF000138;NF012174;NF033135;NF012174;NF033135
NZ_JAGPYB010000030.1	124725	DTR	99	11	0.9905	NA	2	33.9349	NA	NA
NZ_JAGPYH010000022.1	166262	No terminal repeats	147	11	0.9913	NA	5	75.8861	NA	NA
NZ_JAGYWW010000114.1	22682	No terminal repeats	21	11	0.7903	NA	0	1.6318	NA	NA
NZ_LRTJ01000105.1	25918	No terminal repeats	23	11	0.9103	NA	0	1.8508	NA	NA
NZ_NWVL01000006.1	169728	No terminal repeats	162	11	0.9822	NA	0	1.4362	NA	NF033068;NF033068
NZ_SMLA01000013.1	127315	No terminal repeats	122	11	0.9413	NA	0	0.3584	NA	NF012174;NF012174;NF033105;NF033135;NF012174;NF033476
NZ_VJZA01000037.1	71281	No terminal repeats	75	11	0.9900	NA	0	22.3039	T_virB11	NF033134
NZ_WAAR01000039.1	43277	No terminal repeats	35	11	0.9356	NA	0	1.8988	NA	NF000487
NZ_WMCC01000195.1	9961	No terminal repeats	10	11	0.9609	NA	0	2.0601	NA	NA
NZ_WPNZ01000038.1	63993	No terminal repeats	44	11	0.9824	NA	0	7.0415	NA	NA
NZ_WWGY01000097.1	58247	No terminal repeats	64	11	0.9904	NA	1	13.7663	NA	NF012176
NZ_WWJX01000863.1	15093	No terminal repeats	12	11	0.9811	NA	0	4.2051	NA	NA
NZ_JAGPXQ010000050.1	37738	No terminal repeats	31	11	0.9830	NA	0	7.9385	NA	NA
NZ_JAGPYJ010000003.1	522079	No terminal repeats	469	11	0.9777	NA	0	14.1302	NA	NF033105;NF000496;NF000496;NF000487;NF033135;NF033476;NF033135;NF012178;NF000138;NF000025;NF000119;NF033135
NZ_JAGPYI010000010.1	369681	No terminal repeats	352	11	0.9846	NA	0	30.2235	NA	NF012178;NF033135;NF033476;NF033135;NF000487;NF000496;NF000496;NF000095;NF033134
NZ_JAHLJA010000036.1	136112	No terminal repeats	143	11	0.9917	NA	1	35.1812	MOBC	NA
NZ_JAHWGR010000020.1	143650	No terminal repeats	126	11	0.9780	NA	0	6.2744	T_virB11	NA
NZ_JAINFC010000060.1	23314	No terminal repeats	23	11	0.9850	NA	1	6.2566	NA	NA
NZ_JAILXP010000129.1	17984	No terminal repeats	17	11	0.9274	NA	0	1.4472	NA	NF000186
NZ_JAIRCH010000812.1	13170	No terminal repeats	17	11	0.9804	NA	0	7.1555	NA	NA
NZ_JALBWV010000113.1	16234	No terminal repeats	24	11	0.9839	NA	0	4.6454	NA	NA
NZ_JALLGM010000159.1	13126	No terminal repeats	18	11	0.8765	NA	0	1.8075	NA	NA
NZ_JAMQBH010000029.1	50158	No terminal repeats	45	11	0.9835	NA	0	7.2395	NA	NA
NZ_JAMPTN010000266.1	9098	No terminal repeats	9	11	0.9413	NA	0	1.9063	NA	NA
NZ_JAMTCT010000030.1	60392	No terminal repeats	47	11	0.9347	NA	0	1.5371	NA	NA
NZ_JAOCQE010000005.1	82189	No terminal repeats	87	11	0.9887	NA	4	6.6698	MOBP1	NF033068
NZ_JAPCIE010000002.1	1507607	No terminal repeats	1309	11	0.9782	NA	1	3.5455	T_virB9	NF033115;NF033068;NF012174;NF033135;NF033135;NF033103;NF033135;NF033068;NF033129;NF000456;NF000051;NF012178;NF033135;NF033068;NF033135;NF033135;NF033105;NF033105;NF033117;NF000138;NF000125;NF000095;NF033105;NF033105;NF033105;NF000241;NF033088;NF000095
NZ_JAPWHT010000232.1	16147	No terminal repeats	15	11	0.9888	NA	0	5.8180	NA	NA
NZ_JAPWIP010000006.1	317277	No terminal repeats	308	11	0.9667	NA	0	3.8496	NA	NF000025;NF012174;NF033085;NF033068;NF033105;NF000095;NF000095
NZ_JARHXY010000012.1	44880	No terminal repeats	34	11	0.9866	NA	2	3.6844	MOBP1	NF033083
NZ_JARZAI010000019.1	171677	No terminal repeats	150	11	0.8809	NA	0	0.3875	NA	NF000469;NF033129;NF033135
NZ_JASERM010000007.1	131696	No terminal repeats	127	11	0.8788	NA	0	1.3686	NA	NF000373;NF033068;NF012174;NF012174;NF000095;NF033117;NF000095;NF012178
NZ_JASITI010000064.1	40773	No terminal repeats	47	11	0.9785	NA	0	7.1873	NA	NF000487
NZ_JASTTI010000012.1	211862	No terminal repeats	219	11	0.9881	NA	1	25.6120	MOBP1	NF000027;NF033135
NZ_JAVDJU010000029.1	47114	No terminal repeats	41	11	0.8182	NA	0	0.7314	NA	NF012174
NZ_JAVIFW010000039.1	34259	No terminal repeats	39	11	0.9871	NA	2	4.2280	MOBP1	NA
NZ_JENI01000116.1	6270	No terminal repeats	7	11	0.9595	NA	0	1.5693	NA	NA
NZ_JIAI01000039.1	11794	No terminal repeats	19	11	0.9891	NA	1	3.8308	NA	NF000496
NZ_JNWN01000024.1	112532	No terminal repeats	85	11	0.7800	NA	0	0.4539	NA	NF000241
NZ_JNWP01000026.1	105946	No terminal repeats	78	11	0.9419	NA	0	3.6656	NA	NF000241
NZ_JAGXJM010000022.1	210658	No terminal repeats	210	11	0.9852	NA	6	2.6304	MOBP1;MOBP1;MOBP1	NF033105;NF033083;NF033103
NZ_JAGSXH010000081.1	26555	No terminal repeats	26	11	0.9283	NA	0	0.4813	NA	NA
NZ_JAHWFK010000080.1	25446	No terminal repeats	24	11	0.9668	NA	0	4.0723	NA	NF033068
NZ_JAIFOQ010000001.1	188923	No terminal repeats	190	11	0.9800	NA	0	5.7436	NA	NF000496;NF000487;NF033135;NF033476;NF000051
NZ_JAIOAB010000002.1	261736	No terminal repeats	225	11	0.9757	NA	0	11.4259	NA	NF000487;NF000095
NZ_JAIUKD010000654.1	5042	No terminal repeats	4	11	0.8639	NA	0	0.5110	NA	NA
NZ_JAIZ01000577.1	49681	No terminal repeats	40	11	0.7397	NA	0	1.9438	NA	NA
NZ_JAJBOU010000023.1	38475	No terminal repeats	40	11	0.9617	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJJIB010000030.1	10857	No terminal repeats	11	11	0.9686	NA	0	4.2516	NA	NA
NZ_JAJSOK010000017.1	126112	No terminal repeats	119	11	0.9820	NA	2	20.6393	NA	NF012174;NF012174;NF033135
NZ_JALKFU020000062.1	16649	No terminal repeats	15	11	0.9760	NA	0	4.4789	NA	NA
NZ_JALJRJ010000030.1	69174	No terminal repeats	65	11	0.9758	NA	3	25.3375	NA	NA
NZ_JALMUV010000032.1	95420	No terminal repeats	95	11	0.9846	NA	0	9.1853	NA	NF012174
NZ_JAMJWG010000042.1	34115	No terminal repeats	33	11	0.9545	NA	0	3.5090	NA	NA
NZ_JAMQQG010000019.1	115074	No terminal repeats	119	11	0.9900	NA	0	8.9518	NA	NA
NZ_JAMTCO010000027.1	8296	No terminal repeats	8	11	0.8958	NA	0	1.2043	NA	NA
NZ_JAMZEB010000001.1	854441	No terminal repeats	828	11	0.9771	NA	1	52.7179	NA	NF033134;NF012174;NF033088;NF012171;NF033134;NF033068;NF012178;NF012178;NF012174;NF033105
NZ_JANFNG010000034.1	65706	No terminal repeats	57	11	0.9839	NA	0	8.1506	T_virB11	NA
NZ_JANEZS010000100.1	25249	No terminal repeats	28	11	0.9782	NA	0	2.4513	NA	NA
NZ_JAODTF010000019.1	156794	No terminal repeats	136	11	0.8944	NA	0	3.4638	NA	NF033135
NZ_LWLE01000022.1	58574	No terminal repeats	63	11	0.9889	NA	0	10.3540	NA	NA
NZ_JAJBPS010000022.1	38476	No terminal repeats	40	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJDKN010000047.1	58918	No terminal repeats	43	11	0.9849	NA	0	9.0071	NA	NF012178
NZ_JAKEIP010000075.1	47457	No terminal repeats	49	11	0.9827	NA	2	1.8697	MOBP1	NA
NZ_JALXWL010000005.1	47129	No terminal repeats	43	11	0.9804	NA	0	3.5219	NA	NA
NZ_JAMPTN010000079.1	21704	No terminal repeats	19	11	0.8295	NA	0	1.3568	NA	NA
NZ_JAMSHC010000078.1	30289	No terminal repeats	36	11	0.9862	NA	0	2.9465	NA	NA
NZ_JANAVD010000025.1	47334	ITR	43	11	0.9171	NA	0	6.8642	NA	NA
NZ_JANIID010000043.1	50455	No terminal repeats	47	11	0.9843	NA	0	6.0487	NA	NA
NZ_JAPVLS010000107.1	27912	No terminal repeats	28	11	0.9823	NA	0	3.5571	NA	NA
NZ_JAPWHT010000351.1	11017	No terminal repeats	8	11	0.9893	NA	0	4.8101	NA	NF033083
NZ_JAPWHT010000152.1	21247	No terminal repeats	24	11	0.8934	NA	0	1.4443	NA	NF033068;NF033068
NZ_JAQFWQ010000031.1	66332	No terminal repeats	63	11	0.9357	NA	0	5.3488	NA	NF012171
NZ_JARBAZ010000005.1	213223	No terminal repeats	213	11	0.9697	NA	1	7.7917	NA	NF033129;NF012174
NZ_JARVKY010000008.1	304073	No terminal repeats	290	11	0.9852	NA	5	19.9509	MOBP1;MOBP1	NF033068;NF033135;NF012176
NZ_JARWLV010000023.1	86449	No terminal repeats	81	11	0.9851	NA	0	8.5609	NA	NF012174
NZ_JASERM010000003.1	172846	No terminal repeats	154	11	0.9621	NA	0	6.7499	NA	NF000402;NF033135;NF033145;NF000025;NF000153
NZ_JASWDG010000063.1	48566	No terminal repeats	46	11	0.9902	NA	3	11.6524	NA	NA
NZ_JAVDJF010000044.1	24246	No terminal repeats	21	11	0.8600	NA	0	7.5828	NA	NF012174
NZ_JAVDJG010000161.1	23188	No terminal repeats	21	11	0.9052	NA	0	6.3756	NA	NF012174
NZ_JAVDJQ010000068.1	20047	No terminal repeats	19	11	0.8819	NA	0	7.1470	NA	NF012174
NZ_JAVDJX010000042.1	26442	No terminal repeats	23	11	0.9166	NA	0	6.6918	NA	NF012174
NZ_JAVDJZ010000043.1	25654	No terminal repeats	23	11	0.9015	NA	0	6.3756	NA	NF012174
NZ_JAVFVX010000167.1	11714	No terminal repeats	10	11	0.9898	NA	1	3.3860	NA	NA
NZ_JAVRFA010000051.1	55612	No terminal repeats	58	11	0.9897	NA	0	18.9969	NA	NA
NZ_JAWDJQ010000097.1	19152	No terminal repeats	16	11	0.9752	NA	0	3.5380	NA	NA
NZ_JAWLQZ010000019.1	41660	No terminal repeats	50	11	0.8690	NA	0	0.2690	NA	NA
NZ_JENI01000037.1	45795	No terminal repeats	49	11	0.9782	NA	0	2.3062	NA	NA
NZ_JNWX01000013.1	341315	No terminal repeats	336	11	0.9868	NA	3	52.9376	NA	NF000095;NF033135;NF000051;NF033068
NZ_JAOPMF010000014.1	85514	No terminal repeats	84	11	0.9479	NA	2	5.5934	FATA_prgIb;FATA_cd411;MOBP1;MOBP1	NF012212
NZ_JAPENG010000011.1	213413	ITR	214	11	0.9425	NA	1	5.7564	NA	NF033129;NF012174;NF012174;NF000373
NZ_JAPWHT010000002.1	83419	No terminal repeats	66	11	0.9854	NA	2	4.9668	MOBP1	NA
NZ_JAPWIQ010000022.1	33847	No terminal repeats	34	11	0.9872	NA	0	7.1530	NA	NA
NZ_JAQFWQ010000158.1	13875	No terminal repeats	9	11	0.9448	NA	0	0.0914	NA	NA
NZ_JAQMYP010000019.1	164216	No terminal repeats	131	11	0.9710	NA	0	3.8670	NA	NF000469
NZ_JARKPQ010000183.1	61147	No terminal repeats	56	11	0.9863	NA	1	7.8117	NA	NA
NZ_JARXYC010000021.1	117565	No terminal repeats	100	11	0.9757	NA	6	5.1602	MOBP1	NF033068
NZ_JARXVK010000002.1	493862	No terminal repeats	279	11	0.9861	NA	1	44.2005	T_virB11	NF000098;NF000095;NF033129
NZ_JASCXU010000006.1	273141	No terminal repeats	248	11	0.9808	NA	0	20.9360	NA	NF000496;NF000496;NF000487;NF033135;NF033476;NF033135
NZ_JASHKR010000098.1	14684	No terminal repeats	22	11	0.9852	NA	0	6.7522	NA	NA
NZ_JASKLX010000017.1	59733	DTR	59	11	0.9395	NA	0	7.9852	NA	NF033105
NZ_JASWDG010000041.1	60556	No terminal repeats	65	11	0.9911	NA	0	11.9578	T_virB11	NF033068
NZ_JAUEPC010000041.1	30621	No terminal repeats	34	11	0.9923	NA	0	12.7474	NA	NA
NZ_JAVCPQ010000003.1	122363	No terminal repeats	109	11	0.9876	NA	2	39.9229	NA	NF040874
NZ_JAVDJR010000065.1	20564	No terminal repeats	18	11	0.8934	NA	0	4.7717	NA	NA
NZ_JAVDKE010000016.1	66246	No terminal repeats	61	11	0.8930	NA	0	11.0759	NA	NF012174;NF000095
NZ_JAWOAI010000130.1	20926	No terminal repeats	18	11	0.9674	NA	0	4.4055	NA	NA
NZ_JNAD02000015.1	236988	No terminal repeats	192	11	0.9806	NA	1	19.1176	NA	NF000241;NF012174;NF012178
NZ_JOCO01000025.1	105932	No terminal repeats	78	11	0.9397	NA	0	3.6656	NA	NF000241
NZ_JOCQ01000142.1	25645	No terminal repeats	25	11	0.9879	NA	0	5.8316	NA	NF000051;NF000095
NZ_JODY01000009.1	165063	No terminal repeats	144	11	0.9455	NA	0	2.0146	NA	NF033117;NF033134;NF000034
NZ_JOHY01000035.1	73229	No terminal repeats	67	11	0.9820	NA	0	5.5738	T_virB11	NA
NZ_JOIV01000031.1	99731	No terminal repeats	108	11	0.9903	NA	1	25.5744	NA	NF033083
NZ_JOJM01000128.1	11104	No terminal repeats	11	11	0.9832	NA	0	2.5568	NA	NA
NZ_JWIO01000029.1	54187	No terminal repeats	53	11	0.9880	NA	0	21.1991	NA	NA
NZ_JASPDC010000039.1	11249	No terminal repeats	8	11	0.9470	NA	0	4.4700	NA	NA
NZ_JAUEPA010000019.1	127525	No terminal repeats	119	11	0.9699	NA	0	7.0681	T_virB9	NF040874;NF033129
NZ_JAUEPF010000034.1	84478	No terminal repeats	76	11	0.9887	NA	0	16.8181	NA	NF012178
NZ_JAVDJP010000062.1	13470	No terminal repeats	13	11	0.8125	NA	0	4.8966	NA	NA
NZ_JAVDJT010000032.1	43680	No terminal repeats	39	11	0.8252	NA	0	1.2543	NA	NF012174
NZ_JAVDJV010000047.1	24942	No terminal repeats	23	11	0.9065	NA	0	5.5918	NA	NF012174
NZ_JAVDJY010000042.1	26375	No terminal repeats	23	11	0.8741	NA	0	8.6709	NA	NF012174
NZ_JAVDKH010000038.1	26630	No terminal repeats	22	11	0.8822	NA	0	8.3488	NA	NF012174
NZ_JAVRFF010000022.1	156173	No terminal repeats	119	11	0.9469	NA	0	4.4450	NA	NF033135;NF012174;NF012174;NF012178
NZ_JAWLRD010000010.1	111611	No terminal repeats	135	11	0.9522	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JMGX01000025.1	125563	No terminal repeats	97	11	0.7916	NA	0	0.0426	NA	NF000241
NZ_JNYC01000015.1	148593	No terminal repeats	151	11	0.9867	NA	3	11.9948	MOBP1	NF033135;NF000402
NZ_JNYO01000050.1	52787	No terminal repeats	24	11	0.9484	NA	0	2.7651	NA	NA
NZ_JOAP01000024.1	101158	No terminal repeats	80	11	0.9830	NA	0	10.9121	NA	NF033105;NF033135;NF012174;NF033129
NZ_JOBX01000008.1	166741	No terminal repeats	153	11	0.9717	NA	0	1.0714	NA	NF033135;NF033085;NF033068;NF000402
NZ_JOCG01000002.1	452417	No terminal repeats	400	11	0.9686	NA	0	8.1028	NA	NF033476;NF000051;NF000051;NF012178;NF000138;NF000025;NF033068;NF000119;NF033135;NF033135;NF033105
NZ_JODF01000029.1	116914	No terminal repeats	106	11	0.9855	NA	0	6.0547	NA	NF000095;NF033068
NZ_JOFQ01000033.1	51649	No terminal repeats	40	11	0.9620	NA	0	3.6113	NA	NA
NZ_JOGO01000061.1	35016	No terminal repeats	26	11	0.9126	NA	0	1.7569	NA	NA
NZ_JOID01000021.1	110506	No terminal repeats	91	11	0.7868	NA	0	1.8446	NA	NF033145
NZ_JPHT01000036.1	43721	No terminal repeats	49	11	0.9438	NA	0	2.4884	NA	NA
NZ_JXWX01000028.1	87245	No terminal repeats	90	11	0.9883	NA	2	5.4081	MOBP1	NF033134
NZ_JXWX01000063.1	50762	No terminal repeats	51	11	0.9125	NA	0	2.4379	NA	NF033103
NZ_KB891229.1	49467	No terminal repeats	54	11	0.9857	NA	0	5.0311	NA	NF000373
NZ_KB891917.1	48717	No terminal repeats	46	11	0.9720	NA	0	5.7843	T_virB11	NA
NZ_KB895870.1	32152	No terminal repeats	33	11	0.9619	NA	0	7.1919	NA	NF033085;NF033068
NZ_KE387086.1	179799	No terminal repeats	160	11	0.9836	NA	0	3.6074	NA	NF033103;NF033103;NF033088;NF000469;NF000095;NF033068;NF012176
NZ_JAVDJK010000038.1	22776	No terminal repeats	20	11	0.8382	NA	0	7.2542	NA	NA
NZ_JAVDKB010000054.1	17545	No terminal repeats	17	11	0.8526	NA	0	6.6771	NA	NA
NZ_JAVDKC010000058.1	20288	No terminal repeats	19	11	0.8801	NA	0	8.0938	NA	NF012174
NZ_JAVDKD010000063.1	15704	No terminal repeats	15	11	0.8284	NA	0	6.4900	NA	NA
NZ_JAVLVT010000011.1	47177	No terminal repeats	47	11	0.9595	NA	0	2.5347	NA	NA
NZ_JDWE01000055.1	28538	No terminal repeats	25	11	0.9091	NA	0	0.4824	NA	NA
NZ_JDWE01000057.1	22613	No terminal repeats	21	11	0.9494	NA	0	3.2504	NA	NA
NZ_JFCB01000057.1	17169	No terminal repeats	21	11	0.9893	NA	0	7.2282	NA	NA
NZ_JNXI01000030.1	156538	No terminal repeats	162	11	0.9889	NA	5	6.5551	MOBP1;MOBP1	NF033135
NZ_JNYC01000042.1	104783	No terminal repeats	93	11	0.9443	NA	0	0.1105	NA	NF012171
NZ_JNYK01000024.1	123886	No terminal repeats	93	11	0.9048	NA	0	1.0950	NA	NF000241
NZ_JNYL01000459.1	14970	No terminal repeats	15	11	0.9841	NA	0	2.1619	NA	NA
NZ_JODR01000039.1	41216	No terminal repeats	38	11	0.9814	NA	0	5.5352	NA	NA
NZ_JOFN01000010.1	344827	No terminal repeats	250	11	0.9111	NA	0	4.1297	NA	NF033129;NF012174;NF000496;NF033134;NF033103;NF033103;NF000088
NZ_JOGK01000065.1	24244	No terminal repeats	23	11	0.9782	NA	0	4.4917	NA	NA
NZ_JOGU01000124.1	7321	No terminal repeats	6	11	0.8433	NA	0	1.4422	NA	NA
NZ_JOHL01000054.1	42526	No terminal repeats	41	11	0.9915	NA	0	13.3431	NA	NF012174
NZ_JPRF03000021.1	613388	No terminal repeats	559	11	0.9771	NA	0	2.6970	NA	NF033476;NF033476;NF000005;NF033135;NF000496;NF033134;NF038306;NF000496;NF033068
NZ_JYIK01000966.1	8086	No terminal repeats	9	11	0.9524	NA	0	1.8785	NA	NF033068
NZ_JZKH01000018.1	108996	No terminal repeats	114	11	0.9816	NA	4	14.7905	MOBP1	NA
NZ_KB891130.1	6313	No terminal repeats	7	11	0.9742	NA	0	2.4817	NA	NA
NZ_KB898435.1	39830	No terminal repeats	41	11	0.9910	NA	0	12.8900	NA	NA
NZ_KB906876.1	80171	No terminal repeats	74	11	0.9814	NA	0	9.2804	NA	NF033134;NF033134;NF012174
NZ_LCTL01000346.1	17296	No terminal repeats	19	11	0.9881	NA	0	6.4648	NA	NA
NZ_LDZX01000043.1	49526	No terminal repeats	31	11	0.9807	NA	0	3.6421	NA	NF012178
NZ_LGDH01000223.1	36207	No terminal repeats	38	11	0.9920	NA	2	9.1346	NA	NA
NZ_LGDX01000300.1	71634	No terminal repeats	75	11	0.9906	NA	1	17.1681	NA	NF033083
NZ_LGDY01000111.1	76030	No terminal repeats	76	11	0.9887	NA	2	8.3325	NA	NA
NZ_LGED01000136.1	132657	No terminal repeats	113	11	0.9892	NA	4	22.1751	MOBP1	NF012178;NF000406
